genre_a,genre_b,t,composition,n_events,entropy,unique_pitches,scale_conf_a,scale_conf_b,center_dist_a,center_dist_b
classical,math,0.1579,2,17,3.1019,10,0.5294,0.4118,0.6078,0.7745
classical,math,0.1579,3,24,3.3868,12,0.625,0.4583,0.4965,0.6632
classical,math,0.1579,4,25,3.3493,12,0.64,0.64,0.8967,1.0633
classical,math,0.2105,0,31,3.7113,14,0.4839,0.4194,0.2124,0.379
classical,math,0.2105,1,27,3.0785,11,0.7037,0.4815,0.4599,0.6265
classical,math,0.2105,2,17,3.3816,11,0.6471,0.4706,0.7794,0.9461
classical,math,0.2105,3,23,2.4847,8,0.6087,0.6522,0.6413,0.808
classical,math,0.2105,4,13,2.7193,8,0.6154,0.3846,0.3526,0.5192
classical,math,0.2632,0,26,3.1958,12,0.6538,0.5385,0.0064,0.1603
classical,math,0.2632,1,25,3.8031,16,0.72,0.44,1.9667,2.1333
classical,math,0.2632,2,23,3.2733,11,0.6522,0.4348,0.1377,0.029
classical,math,0.2632,3,26,3.4305,12,0.6154,0.5385,0.3878,0.5545
classical,math,0.2632,4,23,3.6425,14,0.6087,0.4783,1.75,1.9167
classical,math,0.3158,0,27,3.5003,13,0.5556,0.5185,0.4136,0.5802
classical,math,0.3158,1,20,3.0464,9,0.55,0.4,0.75,0.9167
classical,math,0.3158,2,20,3.5464,13,0.6,0.45,0.4625,0.6292
classical,math,0.3158,3,17,3.6169,13,0.5294,0.4118,0.1863,0.3529
classical,math,0.3158,4,24,3.5698,14,0.625,0.5,1.9375,2.1042
classical,math,0.3684,0,14,3.0391,9,0.6429,0.5,0.25,0.0833
classical,math,0.3684,1,20,3.2087,10,0.6,0.5,0.0958,0.0708
classical,math,0.3684,2,14,3.0391,9,0.7143,0.5,0.0655,0.2321
classical,math,0.3684,3,14,3.0391,9,0.5714,0.5714,0.4286,0.2619
classical,math,0.3684,4,19,2.6476,8,0.4211,0.6842,0.8509,1.0175
classical,math,0.4211,0,21,2.9464,9,0.8095,0.3333,1.3333,1.5
classical,math,0.4211,1,28,3.7709,15,0.6786,0.3929,0.3601,0.1935
classical,math,0.4211,2,23,3.4101,13,0.7826,0.5652,1.0399,1.2065
classical,math,0.4211,3,17,2.6099,7,0.7059,0.4118,0.5539,0.7206
classical,math,0.4211,4,22,3.5383,13,0.5,0.3182,0.4129,0.2462
classical,math,0.4737,0,21,3.5352,13,0.5714,0.4286,0.1548,0.0119
classical,math,0.4737,1,19,2.9848,9,0.4737,0.3158,0.0219,0.1886
classical,math,0.4737,2,19,3.1761,11,0.6316,0.3158,0.9386,1.1053
classical,math,0.4737,3,23,3.5884,13,0.5652,0.5217,0.4239,0.5906
classical,math,0.4737,4,27,3.606,14,0.3704,0.3333,0.9753,1.142
classical,math,0.5263,0,25,3.8439,16,0.48,0.52,0.2033,0.37
classical,math,0.5263,1,21,3.8442,16,0.6667,0.5238,0.3333,0.5
classical,math,0.5263,2,17,3.0575,10,0.5882,0.4706,0.6422,0.4755
classical,math,0.5263,3,24,4.0016,17,0.4583,0.5833,0.7396,0.9062
classical,math,0.5263,4,31,3.6521,15,0.4194,0.4194,0.379,0.5457
classical,math,0.5789,0,22,2.8065,8,0.5909,0.4091,0.0644,0.1023
classical,math,0.5789,1,25,3.1076,11,0.52,0.32,0.1933,0.0267
classical,math,0.5789,2,19,3.0106,9,0.6842,0.3684,0.3114,0.1447
classical,math,0.5789,3,18,3.7255,14,0.6667,0.7222,0.4907,0.6574
classical,math,0.5789,4,21,3.368,12,0.5714,0.5714,0.6865,0.8532
classical,math,0.6316,0,33,3.8361,16,0.6061,0.303,0.6086,0.7753
classical,math,0.6316,1,18,2.9749,9,0.4444,0.4444,0.1481,0.0185
classical,math,0.6316,2,28,3.6375,14,0.6071,0.5357,0.5089,0.3423
classical,math,0.6316,3,15,3.3232,11,0.6667,0.3333,0.1889,0.3556
classical,math,0.6316,4,25,3.1551,10,0.56,0.4,0.9167,1.0833
classical,math,0.6842,0,30,3.2145,11,0.4333,0.4333,0.3528,0.5194
classical,math,0.6842,1,14,2.7534,8,0.5,0.1429,0.2262,0.0595
classical,math,0.6842,2,12,2.6887,7,0.5833,0.4167,0.3194,0.4861
classical,math,0.6842,3,20,3.071,9,0.55,0.55,0.2667,0.4333
classical,math,0.6842,4,17,2.251,6,0.3529,0.1176,0.3627,0.5294
classical,math,0.7368,0,28,3.655,14,0.5,0.3929,1.1518,1.3185
classical,math,0.7368,1,21,3.6897,14,0.4762,0.3333,0.6349,0.8016
classical,math,0.7368,2,26,3.2249,11,0.6538,0.4615,0.4135,0.5801
classical,math,0.7368,3,19,2.8398,8,0.5789,0.3158,0.4561,0.6228
classical,math,0.7368,4,20,2.866,8,0.4,0.55,0.7417,0.9083
classical,math,0.7895,0,19,3.6163,14,0.5789,0.5263,1.3114,1.4781
classical,math,0.7895,1,23,2.9266,9,0.6087,0.5652,0.279,0.4457
classical,math,0.7895,2,26,3.027,10,0.5769,0.5385,0.5545,0.7212
classical,math,0.7895,3,22,3.1181,11,0.7273,0.5,0.9583,1.125
classical,math,0.7895,4,19,2.4445,6,0.5789,0.2632,0.3465,0.5132
classical,math,0.8421,0,20,2.9842,9,0.6,0.55,0.3625,0.1958
classical,math,0.8421,1,17,3.1751,10,0.6471,0.5882,0.8235,0.9902
classical,math,0.8421,2,20,2.4464,7,0.7,0.6,0.0917,0.075
classical,math,0.8421,3,24,3.4387,12,0.625,0.3333,0.3785,0.5451
classical,math,0.8421,4,23,3.969,17,0.7391,0.6087,1.7101,1.8768
classical,math,0.8947,0,23,3.2405,11,0.6087,0.4783,0.837,1.0036
classical,math,0.8947,1,25,3.1933,11,0.36,0.4,0.88,1.0467
classical,math,0.8947,2,22,3.3342,11,0.5,0.4091,0.0871,0.0795
classical,math,0.8947,3,21,2.9464,9,0.5714,0.5238,1.0119,1.1786
classical,math,0.8947,4,16,2.7335,7,0.5,0.375,0.7344,0.901
classical,math,0.9474,0,25,3.7835,15,0.56,0.48,0.4067,0.24
classical,math,0.9474,1,19,2.6895,8,0.4211,0.1579,0.4079,0.5746
classical,math,0.9474,2,27,2.9077,10,0.6296,0.4815,0.9167,1.0833
classical,math,0.9474,3,16,2.6556,7,0.5625,0.3125,0.4427,0.6094
classical,math,0.9474,4,19,2.6895,8,0.7895,0.5789,0.0526,0.2193
classical,math,1.0,0,27,3.0134,9,0.4815,0.3704,0.3302,0.4969
classical,math,1.0,1,21,2.8326,8,0.381,0.4762,0.5278,0.6944
classical,math,1.0,2,20,2.766,9,0.55,0.5,0.3708,0.2042
classical,math,1.0,3,18,2.8163,8,0.6111,0.4444,0.7963,0.963
classical,math,1.0,4,22,2.5561,7,0.6364,0.4545,0.4697,0.6364
electronic,classical,0.0,0,44,4.0338,19,0.3636,0.6136,0.0436,0.3731
electronic,classical,0.0,1,61,4.1981,22,0.4262,0.5574,0.1325,0.5492
electronic,classical,0.0,2,35,3.9002,17,0.4857,0.5143,0.45,0.0333
electronic,classical,0.0,3,58,4.1681,21,0.5,0.5862,1.2543,0.8376
electronic,classical,0.0,4,47,4.4509,25,0.4043,0.5745,1.195,0.7784
electronic,classical,0.0526,0,38,4.1158,19,0.4474,0.6053,0.2719,0.6886
electronic,classical,0.0526,1,39,4.4775,25,0.4872,0.6667,0.1068,0.3098
electronic,classical,0.0526,2,38,4.2281,24,0.5789,0.6053,1.8026,1.386
electronic,classical,0.0526,3,55,4.3517,26,0.4727,0.6364,1.9636,1.547
electronic,classical,0.0526,4,42,4.2821,23,0.4286,0.5714,0.4563,0.0397
electronic,classical,0.1053,0,49,4.0405,20,0.4286,0.6327,0.0765,0.4932
electronic,classical,0.1053,1,60,4.5477,32,0.6333,0.7,0.3167,0.1
electronic,classical,0.1053,2,43,4.0804,20,0.3488,0.5814,0.8023,0.3857
electronic,classical,0.1053,3,50,4.3333,25,0.4,0.58,1.3967,0.98
electronic,classical,0.1053,4,53,4.3649,24,0.3962,0.6604,0.5267,0.1101
electronic,classical,0.1579,0,31,4.2847,22,0.5484,0.6774,0.7634,0.3468
electronic,classical,0.1579,1,45,3.7429,16,0.4444,0.5556,0.4259,0.0093
electronic,classical,0.1579,2,43,3.8858,17,0.3488,0.5349,0.6589,0.2422
electronic,classical,0.1579,3,41,4.0739,20,0.5122,0.6585,0.9146,0.498
electronic,classical,0.1579,4,34,4.2195,21,0.3824,0.5,0.9559,0.5392
electronic,classical,0.2105,0,40,4.1587,21,0.375,0.6,0.0229,0.3938
electronic,classical,0.2105,1,36,4.2947,22,0.4444,0.5556,1.9745,1.5579
electronic,classical,0.2105,2,44,4.2462,21,0.4318,0.5455,0.0549,0.3617
electronic,classical,0.2105,3,49,4.0971,21,0.3878,0.4694,0.1259,0.2908
electronic,classical,0.2105,4,49,4.026,19,0.4082,0.5102,0.1786,0.5952
electronic,classical,0.2632,0,41,4.034,19,0.3415,0.5854,2.1057,1.689
electronic,classical,0.2632,1,42,4.3953,25,0.381,0.7143,1.2421,0.8254
electronic,classical,0.2632,2,43,3.9142,19,0.2791,0.5349,0.8895,0.4729
electronic,classical,0.2632,3,49,4.1262,21,0.4694,0.5918,0.4779,0.0612
electronic,classical,0.2632,4,38,4.5439,25,0.4737,0.7632,1.3991,0.9825
electronic,classical,0.3158,0,48,4.0264,22,0.3333,0.4375,2.2188,1.8021
electronic,classical,0.3158,1,39,3.5157,15,0.359,0.4359,0.4124,0.8291
electronic,classical,0.3158,2,36,3.5997,14,0.4167,0.7222,0.4699,0.0532
electronic,classical,0.3158,3,33,3.7408,15,0.2727,0.6364,0.7424,0.3258
electronic,classical,0.3158,4,44,3.7067,16,0.3636,0.3636,0.4186,0.8352
electronic,classical,0.3684,0,38,4.0106,20,0.3421,0.5263,0.0724,0.3443
electronic,classical,0.3684,1,43,4.3617,23,0.6047,0.6279,0.2636,0.1531
electronic,classical,0.3684,2,42,4.5289,26,0.4048,0.6429,1.8274,1.4107
electronic,classical,0.3684,3,25,3.1631,11,0.32,0.72,0.4633,0.88
electronic,classical,0.3684,4,44,4.408,25,0.3636,0.6136,0.125,0.2917
electronic,classical,0.4211,0,37,4.1416,20,0.3243,0.4865,1.0766,0.6599
electronic,classical,0.4211,1,35,3.9713,17,0.3143,0.6,0.5548,0.1381
electronic,classical,0.4211,2,38,3.7566,16,0.3421,0.7368,1.5789,1.1623
electronic,classical,0.4211,3,28,4.0086,19,0.6071,0.7143,1.1667,0.75
electronic,classical,0.4211,4,43,3.8208,17,0.4884,0.7674,0.2035,0.6202
electronic,classical,0.4737,0,34,3.6193,15,0.5,0.5294,0.7083,0.2917
electronic,classical,0.4737,1,43,4.2732,24,0.3488,0.5116,1.0116,0.595
electronic,classical,0.4737,2,36,3.9166,18,0.4444,0.5,0.294,0.1227
electronic,classical,0.4737,3,39,4.1311,19,0.4359,0.5641,1.7393,1.3226
electronic,classical,0.4737,4,41,3.8371,17,0.4146,0.5366,1.126,0.7093
electronic,classical,0.5263,0,34,4.0431,19,0.4118,0.6471,1.6544,1.2377
electronic,classical,0.5263,1,31,3.4691,13,0.3548,0.6452,0.1263,0.543
electronic,classical,0.5263,2,35,4.3649,23,0.3143,0.6286,0.1714,0.2452
electronic,classical,0.5263,3,29,3.5554,13,0.4828,0.5172,1.3937,0.977
electronic,classical,0.5263,4,35,3.7259,16,0.5429,0.5143,0.3595,0.0571
electronic,classical,0.5789,0,27,3.3936,12,0.3704,0.7778,0.8642,0.4475
electronic,classical,0.5789,1,44,3.2261,14,0.2273,0.7955,0.4773,0.8939
electronic,classical,0.5789,2,33,3.6802,14,0.3333,0.5455,0.9773,0.5606
electronic,classical,0.5789,3,38,4.0208,19,0.5263,0.7368,0.0855,0.5022
electronic,classical,0.5789,4,30,3.8566,16,0.4,0.6667,1.6806,1.2639
electronic,classical,0.6316,0,40,4.2342,21,0.375,0.5,0.7271,0.3104
electronic,classical,0.6316,1,28,3.655,14,0.3571,0.4643,1.0506,0.6339
electronic,classical,0.6316,2,36,3.3361,12,0.3333,0.6389,0.4144,0.0023
electronic,classical,0.6316,3,32,3.8431,16,0.4062,0.625,0.3932,0.0234
electronic,classical,0.6316,4,31,3.704,15,0.5484,0.5484,0.1478,0.2688
electronic,classical,0.6842,0,41,3.6021,16,0.5122,0.3415,0.1159,0.5325
electronic,classical,0.6842,1,38,4.2608,22,0.4474,0.5526,1.0548,0.6382
electronic,classical,0.6842,2,39,3.9653,19,0.4359,0.5897,1.3718,0.9551
electronic,classical,0.6842,3,32,3.84,17,0.6562,0.5938,0.6354,0.2188
electronic,classical,0.6842,4,27,2.9472,12,0.6296,0.3333,0.3796,0.7963
electronic,classical,0.7368,0,27,3.736,15,0.3704,0.5556,0.6451,0.2284
electronic,classical,0.7368,1,32,3.6053,15,0.4688,0.625,0.5547,0.138
electronic,classical,0.7368,2,33,3.8361,17,0.4242,0.4848,0.0631,0.3535
electronic,classical,0.7368,3,34,4.0545,19,0.5294,0.3824,0.1225,0.2941
electronic,classical,0.7368,4,34,3.8337,16,0.3529,0.5588,0.5417,0.125
electronic,classical,0.7895,0,33,4.003,18,0.5455,0.5152,0.1389,0.2778
electronic,classical,0.7895,1,29,3.3866,13,0.1379,0.4138,0.8075,0.3908
electronic,classical,0.7895,2,30,3.5396,13,0.4667,0.6,0.2222,0.6389
electronic,classical,0.7895,3,26,3.3018,12,0.6154,0.5769,0.2724,0.6891
electronic,classical,0.7895,4,23,3.6753,14,0.3478,0.5652,0.6558,0.2391
electronic,classical,0.8421,0,29,3.8664,17,0.4828,0.6552,1.5201,1.1034
electronic,classical,0.8421,1,36,3.9931,18,0.4167,0.4722,0.1782,0.2384
electronic,classical,0.8421,2,29,3.4999,13,0.3448,0.6897,0.7155,0.2989
electronic,classical,0.8421,3,27,3.5599,13,0.3704,0.6667,0.0957,0.5123
electronic,classical,0.8421,4,27,3.6287,16,0.2963,0.7037,2.5154,2.0988
electronic,classical,0.8947,0,33,3.6047,14,0.3939,0.5152,0.3106,0.1061
electronic,classical,0.8947,1,21,3.6897,14,0.3333,0.5714,1.8532,1.4365
electronic,classical,0.8947,2,19,2.9259,9,0.4737,0.4211,1.0088,0.5921
electronic,classical,0.8947,3,19,3.0708,10,0.4211,0.6842,1.1491,0.7325
electronic,classical,0.8947,4,22,3.3565,11,0.6818,0.7727,1.0606,0.6439
electronic,classical,0.9474,0,30,4.0062,18,0.6333,0.6333,1.5139,1.0972
electronic,classical,0.9474,1,29,4.0994,19,0.4483,0.6207,0.1379,0.2787
electronic,classical,0.9474,2,27,3.1542,13,0.2593,0.7037,0.0556,0.4722
electronic,classical,0.9474,3,21,3.4273,12,0.619,0.7143,0.1111,0.3056
electronic,classical,0.9474,4,21,3.5585,13,0.2857,0.4286,0.8016,0.3849
electronic,classical,1.0,0,31,3.5777,15,0.2903,0.4516,1.3952,0.9785
electronic,classical,1.0,1,27,3.708,15,0.4815,0.5556,0.0031,0.4136
electronic,classical,1.0,2,22,3.9706,17,0.4091,0.5909,1.9924,1.5758
electronic,classical,1.0,3,22,3.7888,15,0.3636,0.6818,0.8371,0.4205
electronic,classical,1.0,4,22,3.504,13,0.5909,0.7273,1.3939,0.9773
jazz,math,0.0,0,40,3.4087,15,0.6,0.3,0.4875,0.6542
jazz,math,0.0,1,22,3.3565,12,0.5455,0.4091,0.928,0.7614
jazz,math,0.0,2,36,3.7041,16,0.6667,0.3889,0.412,0.5787
jazz,math,0.0,3,32,3.8042,16,0.5938,0.3125,0.3724,0.2057
jazz,math,0.0,4,32,2.9106,12,0.75,0.1875,0.6693,0.8359
jazz,math,0.0526,0,25,3.9435,17,0.6,0.32,0.21,0.3767
jazz,math,0.0526,1,24,3.5383,14,0.4583,0.5,0.1562,0.0104
jazz,math,0.0526,2,28,3.4583,13,0.6071,0.2143,0.4702,0.6369
jazz,math,0.0526,3,29,3.9094,17,0.5517,0.2414,1.227,1.0603
jazz,math,0.0526,4,30,3.8981,17,0.6,0.4333,0.0806,0.0861
jazz,math,0.1053,0,31,4.1715,20,0.4516,0.4516,1.6478,1.4812
jazz,math,0.1053,1,32,3.6883,15,0.5938,0.5312,1.0495,0.8828
jazz,math,0.1053,2,30,4.2817,21,0.6,0.4333,0.0417,0.125
jazz,math,0.1053,3,32,3.9528,18,0.5938,0.4375,0.3307,0.4974
jazz,math,0.1053,4,31,4.3492,22,0.6129,0.3871,0.9194,0.7527
jazz,math,0.1579,0,30,4.3069,22,0.5,0.4333,0.35,0.1833
jazz,math,0.1579,1,24,3.6368,14,0.5833,0.2083,0.5278,0.6944
jazz,math,0.1579,2,23,3.5884,14,0.3913,0.4348,1.5616,1.3949
jazz,math,0.1579,3,28,4.0122,18,0.6786,0.4286,0.0536,0.1131
jazz,math,0.1579,4,27,3.9582,17,0.7037,0.4444,1.0062,0.8395
jazz,math,0.2105,0,35,4.1147,20,0.6286,0.3429,0.3786,0.2119
jazz,math,0.2105,1,30,3.8314,16,0.5,0.3,1.5389,1.3722
jazz,math,0.2105,2,29,3.6764,14,0.6207,0.3103,0.4195,0.5862
jazz,math,0.2105,3,35,4.1719,21,0.7143,0.5429,1.131,0.9643
jazz,math,0.2105,4,35,3.8833,18,0.4571,0.4286,0.0619,0.1048
jazz,math,0.2632,0,26,3.5616,14,0.3462,0.3462,0.6731,0.5064
jazz,math,0.2632,1,26,3.6848,17,0.7308,0.2692,0.2596,0.4263
jazz,math,0.2632,2,30,3.8444,17,0.6333,0.3,1.2278,1.0611
jazz,math,0.2632,3,32,3.7272,16,0.5938,0.4375,1.8438,1.6771
jazz,math,0.2632,4,26,2.998,10,0.6538,0.6154,0.3045,0.4712
jazz,math,0.3158,0,38,4.379,23,0.6316,0.5526,0.2478,0.0811
jazz,math,0.3158,1,27,2.8731,11,0.8148,0.1481,0.642,0.8086
jazz,math,0.3158,2,35,4.1859,21,0.5429,0.4286,0.7024,0.5357
jazz,math,0.3158,3,23,3.7081,15,0.5217,0.1739,0.2428,0.0761
jazz,math,0.3158,4,29,3.9783,18,0.5517,0.2759,1.8966,1.7299
jazz,math,0.3684,0,28,3.682,15,0.5,0.5357,0.1696,0.3363
jazz,math,0.3684,1,19,3.1158,10,0.4211,0.6316,0.2982,0.4649
jazz,math,0.3684,2,29,4.0044,18,0.6897,0.4138,1.9425,1.7759
jazz,math,0.3684,3,40,4.1726,21,0.675,0.525,1.5083,1.3417
jazz,math,0.3684,4,36,3.7636,18,0.5833,0.3333,0.5463,0.3796
jazz,math,0.4211,0,27,3.1714,12,0.7778,0.2222,0.6296,0.7963
jazz,math,0.4211,1,29,3.8573,16,0.7586,0.3103,0.9109,0.7443
jazz,math,0.4211,2,33,4.3091,22,0.5758,0.303,1.6768,1.5101
jazz,math,0.4211,3,31,4.0149,19,0.4194,0.6452,1.2231,1.0565
jazz,math,0.4211,4,26,3.7962,16,0.6923,0.2308,1.2179,1.0513
jazz,math,0.4737,0,37,3.8819,17,0.4054,0.4595,0.0946,0.0721
jazz,math,0.4737,1,26,3.2868,13,0.5769,0.3077,0.5288,0.6955
jazz,math,0.4737,2,33,3.4118,13,0.6364,0.4545,0.649,0.8157
jazz,math,0.4737,3,24,3.4073,12,0.7917,0.5417,1.3368,1.1701
jazz,math,0.4737,4,25,3.7337,15,0.72,0.36,0.4567,0.6233
jazz,math,0.5263,0,38,3.7878,17,0.5526,0.3947,1.0636,0.8969
jazz,math,0.5263,1,27,3.9303,17,0.5556,0.2593,0.75,0.5833
jazz,math,0.5263,2,28,3.8518,16,0.6071,0.5357,0.3929,0.2262
jazz,math,0.5263,3,26,4.2099,20,0.5385,0.4231,1.1282,0.9615
jazz,math,0.5263,4,27,3.6158,14,0.3704,0.2963,0.284,0.4506
jazz,math,0.5789,0,26,3.4305,13,0.5,0.5385,0.3301,0.1635
jazz,math,0.5789,1,28,3.7265,15,0.75,0.3929,0.003,0.1696
jazz,math,0.5789,2,15,2.9996,10,0.6667,0.4667,0.2222,0.3889
jazz,math,0.5789,3,18,3.3083,11,0.5,0.4444,0.3333,0.5
jazz,math,0.5789,4,33,3.7216,17,0.303,0.4848,0.1313,0.0354
jazz,math,0.6316,0,23,2.9407,10,0.7391,0.5217,0.2826,0.1159
jazz,math,0.6316,1,21,3.3914,12,0.5714,0.4286,0.0754,0.0913
jazz,math,0.6316,2,23,3.654,14,0.4348,0.3043,2.163,1.9964
jazz,math,0.6316,3,24,4.0535,18,0.5417,0.4167,0.1562,0.0104
jazz,math,0.6316,4,25,4.1337,19,0.56,0.44,1.3067,1.14
jazz,math,0.6842,0,24,2.8554,9,0.5,0.2083,1.6389,1.4722
jazz,math,0.6842,1,19,3.2866,11,0.3684,0.5263,1.0921,0.9254
jazz,math,0.6842,2,23,2.8227,8,0.4783,0.4348,0.4022,0.2355
jazz,math,0.6842,3,21,3.1776,10,0.7143,0.4286,1.1984,1.0317
jazz,math,0.6842,4,20,3.3842,12,0.7,0.35,0.8458,0.6792
jazz,math,0.7368,0,22,3.2044,11,0.5,0.3182,0.3712,0.5379
jazz,math,0.7368,1,29,4.0213,20,0.4483,0.3448,0.1351,0.3017
jazz,math,0.7368,2,19,2.945,9,0.5263,0.4211,0.2149,0.0482
jazz,math,0.7368,3,25,3.9737,18,0.48,0.48,1.61,1.4433
jazz,math,0.7368,4,21,3.5585,13,0.5714,0.4762,0.0635,0.1032
jazz,math,0.7895,0,26,3.4116,12,0.5385,0.5,0.1923,0.359
jazz,math,0.7895,1,23,3.3488,11,0.6957,0.3478,0.6232,0.4565
jazz,math,0.7895,2,15,3.0566,9,0.4667,0.4,1.8056,1.6389
jazz,math,0.7895,3,20,3.9219,16,0.6,0.65,0.2708,0.1042
jazz,math,0.7895,4,20,3.3037,12,0.5,0.35,0.1292,0.0375
jazz,math,0.8421,0,22,2.954,9,0.5909,0.5,0.9508,0.7841
jazz,math,0.8421,1,30,3.1656,11,0.6667,0.3,0.5056,0.3389
jazz,math,0.8421,2,21,3.4633,12,0.5238,0.381,0.0238,0.1429
jazz,math,0.8421,3,26,3.0114,10,0.5769,0.3462,0.0962,0.2628
jazz,math,0.8421,4,22,3.4817,13,0.3636,0.4091,0.6402,0.4735
jazz,math,0.8947,0,23,3.0836,10,0.5652,0.4783,0.0181,0.1848
jazz,math,0.8947,1,19,2.2943,6,0.8947,0.2632,0.2456,0.0789
jazz,math,0.8947,2,22,2.3788,6,0.6818,0.1364,0.5947,0.428
jazz,math,0.8947,3,19,2.8258,9,0.5263,0.5263,1.2588,1.0921
jazz,math,0.8947,4,18,2.8638,8,0.6111,0.2778,0.7778,0.6111
jazz,math,0.9474,0,18,3.0169,9,0.5556,0.3889,0.1296,0.037
jazz,math,0.9474,1,21,2.72,7,0.5238,0.4286,1.0198,0.8532
jazz,math,0.9474,2,29,3.3485,13,0.5862,0.5172,0.4282,0.2615
jazz,math,0.9474,3,20,2.966,9,0.55,0.5,0.2833,0.1167
jazz,math,0.9474,4,20,2.8037,8,0.85,0.3,0.5292,0.3625
jazz,math,1.0,0,17,3.0516,10,0.5882,0.2353,0.6667,0.5
jazz,math,1.0,1,28,3.4102,12,0.4286,0.7143,0.2619,0.4286
jazz,math,1.0,2,24,3.2883,12,0.6667,0.25,0.941,0.7743
jazz,math,1.0,3,18,3.5033,13,0.7222,0.3889,0.6435,0.4769
jazz,math,1.0,4,18,2.8163,8,0.5556,0.4444,0.4722,0.3056
